Step,CPU,Atoms,v_ncross1,v_ncross2,v_ncheater,v_ndead,v_mass
481,2786.6023,70830,18355,18291,23401,10783,1.75E-11
482,2801.8347,71069,18387,18325,23409,10948,1.75E-11
483,2817.1573,71310,18421,18358,23423,11108,1.75E-11
484,2832.4291,71567,18460,18394,23451,11262,1.76E-11
485,2848.2188,71794,18490,18414,23466,11424,1.76E-11
486,2864.2064,72040,18529,18431,23492,11588,1.76E-11
487,2880.209,72333,18597,18473,23512,11751,1.77E-11
488,2896.4041,72590,18619,18514,23525,11932,1.77E-11
489,2912.5866,72839,18679,18528,23548,12084,1.77E-11
490,2928.897,73120,18726,18569,23582,12243,1.78E-11
491,2944.465,73366,18761,18607,23588,12410,1.78E-11
492,2959.6875,73616,18796,18663,23615,12542,1.79E-11
493,2974.7077,73876,18820,18701,23633,12722,1.79E-11
494,2989.7005,74148,18868,18733,23651,12896,1.79E-11
495,3004.6722,74381,18898,18746,23650,13087,1.80E-11
496,3019.717,74658,18927,18804,23679,13248,1.80E-11
497,3034.7699,74920,18974,18842,23690,13414,1.80E-11
498,3049.9834,75172,19018,18856,23709,13589,1.81E-11
499,3065.2622,75477,19086,18907,23731,13753,1.81E-11
500,3080.6837,75760,19161,18935,23755,13909,1.82E-11
501,3095.9532,76038,19225,18957,23776,14080,1.82E-11
502,3111.0904,76328,19288,19014,23791,14235,1.82E-11
503,3126.2471,76627,19336,19062,23824,14405,1.83E-11
504,3141.5261,76894,19395,19098,23852,14549,1.83E-11
505,3156.8435,77198,19443,19155,23875,14725,1.83E-11
506,3172.2377,77499,19497,19206,23903,14893,1.84E-11
507,3187.5389,77792,19562,19271,23934,15025,1.84E-11
508,3203.0273,78061,19601,19322,23944,15194,1.85E-11
509,3218.6578,78382,19652,19391,23981,15358,1.85E-11
510,3234.384,78689,19725,19439,24011,15514,1.86E-11
511,3249.9962,78971,19771,19489,24020,15691,1.86E-11
512,3265.6747,79237,19804,19531,24032,15870,1.86E-11
513,3281.4354,79553,19879,19592,24070,16012,1.87E-11
514,3297.3045,79821,19932,19640,24088,16161,1.87E-11
515,3313.1639,80102,19981,19680,24106,16335,1.88E-11
516,3329.1145,80408,20041,19733,24147,16487,1.88E-11
517,3345.1044,80722,20104,19791,24184,16643,1.89E-11
518,3361.1994,80996,20155,19840,24220,16781,1.89E-11
519,3377.2618,81287,20187,19885,24249,16966,1.89E-11
520,3393.6077,81584,20244,19946,24259,17135,1.90E-11
521,3410.0689,81844,20285,19979,24263,17317,1.90E-11
522,3426.4249,82183,20373,20045,24292,17473,1.91E-11
523,3442.5095,82509,20429,20100,24330,17650,1.91E-11
524,3458.7223,82827,20512,20158,24379,17778,1.92E-11
525,3475.2595,83130,20559,20214,24401,17956,1.92E-11
526,3491.8128,83463,20635,20291,24455,18082,1.93E-11
527,3508.2879,83791,20689,20351,24487,18264,1.93E-11
528,3524.7288,84094,20727,20404,24535,18428,1.94E-11
529,3541.2921,84411,20786,20468,24552,18605,1.94E-11
530,3558.2085,84736,20835,20534,24601,18766,1.95E-11
531,3575.3351,85047,20874,20591,24645,18937,1.95E-11
532,3592.6414,85387,20960,20657,24680,19090,1.96E-11
533,3609.8603,85719,21037,20724,24724,19234,1.96E-11
534,3627.3164,86071,21121,20802,24749,19399,1.97E-11
535,3644.9872,86434,21177,20885,24794,19578,1.97E-11
536,3662.7798,86787,21272,20948,24831,19736,1.98E-11
537,3680.302,87139,21350,21020,24880,19889,1.98E-11
538,3697.6515,87433,21403,21082,24891,20057,1.99E-11
539,3713.9822,87781,21504,21129,24931,20217,2.00E-11
540,3730.6464,88132,21554,21206,24981,20391,2.00E-11
541,3747.1628,88472,21605,21293,25017,20557,2.01E-11
542,3763.8643,88763,21669,21331,25044,20719,2.01E-11
543,3780.4096,89140,21732,21414,25100,20894,2.02E-11
544,3797.0054,89481,21809,21504,25155,21013,2.02E-11
545,3813.7055,89822,21861,21581,25196,21184,2.03E-11
546,3830.5633,90176,21941,21650,25222,21363,2.04E-11
547,3848.0258,90543,22008,21738,25268,21529,2.04E-11
548,3865.5754,90879,22072,21815,25316,21676,2.05E-11
549,3883.0975,91243,22145,21875,25383,21840,2.05E-11
550,3901.5763,91627,22237,21950,25430,22010,2.06E-11
551,3920.4777,91991,22300,22025,25506,22160,2.07E-11
552,3939.1899,92362,22366,22115,25574,22307,2.07E-11
553,3958.0556,92749,22447,22200,25647,22455,2.08E-11
554,3977.0219,93136,22534,22269,25721,22612,2.09E-11
555,3996.0729,93495,22587,22352,25780,22776,2.09E-11
556,4015.2648,93885,22691,22434,25847,22913,2.10E-11
557,4034.4615,94270,22767,22526,25926,23051,2.11E-11
558,4053.8568,94681,22855,22615,26012,23199,2.11E-11
559,4073.3507,95041,22936,22681,26077,23347,2.12E-11
560,4093.0624,95441,23019,22766,26140,23516,2.13E-11
561,4112.8472,95829,23117,22854,26173,23685,2.13E-11
562,4132.7723,96237,23202,22940,26249,23846,2.14E-11
563,4152.8068,96629,23278,23017,26299,24035,2.15E-11
564,4172.938,97050,23391,23110,26339,24210,2.16E-11
565,4193.3136,97468,23480,23203,26408,24377,2.16E-11
566,4213.333,97826,23541,23288,26464,24533,2.17E-11
567,4233.126,98228,23617,23386,26533,24692,2.18E-11
568,4253.1655,98667,23725,23476,26628,24838,2.19E-11
569,4273.1765,99035,23811,23535,26683,25006,2.20E-11
570,4293.6617,99458,23900,23617,26766,25175,2.20E-11
571,4313.274,99883,24002,23709,26817,25355,2.21E-11
572,4333.3621,100329,24100,23828,26879,25522,2.22E-11
573,4353.0542,100775,24189,23948,26959,25679,2.23E-11
574,4372.9533,101189,24279,24041,27036,25833,2.24E-11
575,4392.9273,101624,24376,24124,27103,26021,2.25E-11
576,4412.9235,102085,24483,24237,27184,26181,2.25E-11
577,4432.8161,102552,24579,24322,27285,26366,2.26E-11
578,4452.7323,103028,24697,24438,27354,26539,2.27E-11
579,4472.7622,103441,24783,24514,27422,26722,2.28E-11
580,4492.9221,103897,24877,24632,27490,26898,2.29E-11
581,4513.799,104339,24991,24738,27556,27054,2.30E-11
582,4534.6938,104811,25079,24864,27613,27255,2.31E-11
583,4555.8509,105302,25184,24958,27706,27454,2.32E-11
584,4577.206,105719,25252,25054,27764,27649,2.33E-11
585,4598.6572,106210,25397,25157,27829,27827,2.34E-11
586,4620.1736,106694,25522,25238,27926,28008,2.35E-11
587,4642.0843,107186,25638,25351,28007,28190,2.36E-11
588,4664.0971,107680,25759,25456,28082,28383,2.37E-11
589,4686.0745,108158,25883,25543,28152,28580,2.38E-11
590,4708.4301,108671,26026,25669,28223,28753,2.39E-11
591,4729.8335,109141,26134,25770,28279,28958,2.40E-11
592,4751.2929,109674,26261,25883,28377,29153,2.41E-11
593,4772.7021,110225,26391,25997,28475,29362,2.42E-11
594,4794.3451,110738,26509,26081,28577,29571,2.44E-11
595,4816.1404,111238,26624,26193,28639,29782,2.45E-11
596,4838.013,111787,26758,26338,28730,29961,2.46E-11
597,4859.7212,112285,26859,26444,28829,30153,2.47E-11
598,4881.9549,112810,26975,26554,28925,30356,2.48E-11
599,4904.6789,113345,27104,26678,28987,30576,2.50E-11
600,4927.5724,113883,27216,26803,29074,30790,2.51E-11
601,4950.3473,114428,27376,26933,29142,30977,2.52E-11
602,4973.3241,114958,27511,27064,29216,31167,2.53E-11
603,4995.9767,115486,27650,27205,29284,31347,2.55E-11
604,5018.8951,116043,27789,27331,29399,31524,2.56E-11
605,5041.9406,116610,27945,27453,29490,31722,2.57E-11
606,5065.0943,117182,28076,27581,29586,31939,2.59E-11
607,5088.3517,117803,28217,27750,29716,32120,2.60E-11
608,5111.7024,118390,28333,27902,29843,32312,2.62E-11
609,5135.119,118990,28476,28033,29933,32548,2.63E-11
610,5158.8282,119624,28638,28166,30044,32776,2.65E-11
611,5181.6104,120215,28776,28304,30127,33008,2.66E-11
612,5204.5968,120817,28948,28439,30234,33196,2.68E-11
613,5227.7247,121434,29082,28562,30366,33424,2.69E-11
614,5250.7533,122080,29247,28695,30514,33624,2.71E-11
615,5273.846,122708,29370,28862,30654,33822,2.72E-11
616,5296.9845,123350,29546,29042,30755,34007,2.74E-11
617,5320.1459,123992,29718,29193,30892,34189,2.76E-11
618,5343.4001,124649,29889,29336,30999,34425,2.77E-11
619,5367.0261,125296,30053,29497,31139,34607,2.79E-11
620,5391.6014,126010,30242,29683,31289,34796,2.81E-11
621,5416.6791,126673,30412,29833,31411,35017,2.82E-11
622,5441.7877,127358,30615,29997,31536,35210,2.84E-11
623,5467.0401,128018,30765,30181,31645,35427,2.86E-11
624,5492.5892,128725,30929,30401,31770,35625,2.88E-11
625,5518.2654,129355,31104,30527,31880,35844,2.90E-11
626,5543.5435,130054,31285,30696,32025,36048,2.91E-11
627,5569.3329,130794,31465,30882,32196,36251,2.93E-11
628,5595.2754,131498,31605,31072,32354,36467,2.95E-11
629,5621.1066,132185,31788,31235,32476,36686,2.97E-11
630,5647.1546,132894,31975,31408,32625,36886,2.99E-11
631,5672.7898,133580,32159,31588,32741,37092,3.00E-11
632,5698.5998,134290,32371,31738,32898,37283,3.02E-11
633,5724.6572,134938,32528,31870,33069,37471,3.04E-11
634,5750.8541,135626,32685,32050,33228,37663,3.06E-11
635,5776.8957,136291,32815,32218,33392,37866,3.07E-11
636,5802.495,136954,33010,32364,33501,38079,3.09E-11
637,5828.1558,137611,33164,32546,33623,38278,3.11E-11
638,5854.0699,138319,33319,32694,33798,38508,3.12E-11
639,5880.1405,139025,33489,32856,33948,38732,3.14E-11
640,5906.6643,139680,33610,33021,34114,38935,3.16E-11
641,5932.9852,140406,33740,33191,34282,39193,3.18E-11
642,5959.244,141068,33884,33328,34445,39411,3.19E-11
643,5985.4587,141802,34079,33492,34612,39619,3.21E-11
644,6011.5674,142471,34219,33649,34753,39850,3.23E-11
645,6037.8324,143150,34341,33807,34937,40065,3.24E-11
646,6064.1636,143797,34467,33945,35099,40286,3.26E-11
647,6090.592,144448,34568,34090,35264,40526,3.28E-11
648,6117.3116,145111,34727,34223,35429,40732,3.29E-11
649,6143.8525,145754,34857,34350,35592,40955,3.31E-11
650,6170.9659,146441,35008,34497,35763,41173,3.33E-11
651,6198.5631,147104,35177,34613,35912,41402,3.34E-11
652,6226.0396,147778,35295,34746,36078,41659,3.36E-11
653,6253.5941,148448,35424,34898,36246,41880,3.38E-11
654,6281.2836,149125,35558,35045,36415,42107,3.39E-11
655,6308.8248,149748,35692,35160,36553,42343,3.41E-11
656,6336.3245,150424,35853,35284,36727,42560,3.42E-11
657,6363.971,151037,35988,35411,36853,42785,3.44E-11
658,6391.9212,151708,36142,35528,37035,43003,3.46E-11
659,6419.6719,152399,36293,35676,37170,43260,3.47E-11
660,6448.0144,153101,36433,35819,37347,43502,3.49E-11
661,6476.4189,153725,36567,35918,37489,43751,3.50E-11
662,6504.8276,154389,36732,36041,37632,43984,3.52E-11
663,6533.3786,155060,36869,36173,37786,44232,3.54E-11
664,6562.1589,155688,37013,36303,37910,44462,3.55E-11
665,6591.0614,156358,37167,36435,38074,44682,3.57E-11
666,6619.815,157107,37348,36613,38239,44907,3.58E-11
667,6648.5088,157720,37460,36760,38364,45136,3.60E-11
668,6677.8432,158307,37590,36859,38492,45366,3.61E-11
669,6706.8735,158967,37720,37010,38648,45589,3.62E-11
670,6736.2181,159618,37905,37138,38798,45777,3.64E-11
671,6765.3,160262,38031,37286,38942,46003,3.66E-11
672,6794.4475,160910,38166,37396,39087,46261,3.67E-11
673,6823.5625,161494,38267,37496,39215,46516,3.69E-11
674,6852.6714,162106,38417,37613,39348,46728,3.70E-11
675,6882.071,162721,38516,37741,39492,46972,3.71E-11
676,6911.7287,163356,38621,37867,39640,47228,3.73E-11
677,6941.5364,163996,38744,38029,39748,47475,3.74E-11
678,6971.3279,164654,38891,38141,39898,47724,3.76E-11
679,7001.2988,165285,38999,38285,40015,47986,3.77E-11
680,7031.8186,165977,39151,38443,40184,48199,3.79E-11
681,7061.7,166623,39282,38568,40316,48457,3.80E-11
682,7091.5748,167267,39388,38715,40414,48750,3.82E-11
683,7121.4624,167911,39468,38841,40581,49021,3.83E-11
684,7151.3753,168520,39578,38965,40715,49262,3.84E-11
685,7181.369,169114,39692,39082,40836,49504,3.85E-11
686,7211.6207,169784,39853,39203,40967,49761,3.87E-11
687,7242.0312,170406,39989,39314,41078,50025,3.88E-11
688,7272.6972,171028,40112,39455,41221,50240,3.90E-11
689,7303.4465,171585,40204,39558,41291,50532,3.91E-11
690,7334.4919,172156,40356,39664,41350,50786,3.92E-11
691,7365.5245,172836,40470,39809,41499,51058,3.94E-11
692,7396.9562,173392,40612,39883,41584,51313,3.95E-11
693,7428.2998,173951,40720,39959,41700,51572,3.96E-11
694,7459.6634,174601,40830,40098,41836,51837,3.97E-11
695,7490.6307,175164,40905,40209,41956,52094,3.98E-11
696,7521.8194,175720,41004,40331,42055,52330,3.99E-11
697,7553.0484,176228,41071,40428,42151,52578,4.00E-11
698,7584.2986,176801,41161,40550,42259,52831,4.02E-11
699,7615.5739,177371,41290,40657,42331,53093,4.03E-11
700,7647.3573,177856,41323,40766,42412,53355,4.04E-11
701,7678.5475,178365,41391,40880,42440,53654,4.04E-11
702,7709.6953,178894,41487,40984,42508,53915,4.05E-11
703,7741.0231,179421,41553,41073,42597,54198,4.06E-11
704,7772.6177,179889,41635,41120,42655,54479,4.07E-11
705,7804.6533,180383,41691,41179,42747,54766,4.08E-11
706,7836.9046,180875,41777,41260,42823,55015,4.09E-11
707,7869.6456,181301,41770,41328,42883,55320,4.09E-11
708,7902.1746,181774,41827,41398,42945,55604,4.10E-11
709,7934.9302,182184,41869,41474,43002,55839,4.10E-11
710,7968.2761,182736,41932,41549,43107,56148,4.11E-11
711,8001.6415,183215,42009,41626,43156,56424,4.12E-11
712,8035.1346,183598,42054,41655,43202,56687,4.13E-11
713,8068.6368,184021,42094,41697,43260,56970,4.13E-11
714,8102.1522,184446,42139,41726,43361,57220,4.13E-11
715,8135.3609,184915,42181,41808,43427,57499,4.14E-11
716,8168.6049,185414,42212,41903,43524,57775,4.15E-11
717,8202.2493,185858,42243,41940,43600,58075,4.15E-11
718,8236.0886,186404,42300,42027,43718,58359,4.16E-11
719,8269.7247,186798,42288,42077,43792,58641,4.16E-11
720,8304.1122,187137,42313,42104,43799,58921,4.17E-11
721,8338.2142,187532,42344,42146,43842,59200,4.17E-11
722,8372.4091,187917,42368,42201,43857,59491,4.17E-11
723,8406.3747,188362,42400,42264,43919,59779,4.18E-11
724,8440.5021,188694,42390,42247,43977,60080,4.18E-11
725,8474.5594,189021,42436,42235,43994,60356,4.18E-11
726,8508.4879,189367,42446,42263,44018,60640,4.19E-11
727,8542.5179,189744,42494,42279,44052,60919,4.19E-11
728,8576.6238,190073,42481,42290,44097,61205,4.19E-11
729,8611.0619,190424,42490,42341,44135,61458,4.19E-11
730,8646.0114,190716,42472,42330,44192,61722,4.19E-11
731,8679.5584,191126,42553,42362,44226,61985,4.20E-11
732,8712.9866,191370,42571,42332,44218,62249,4.20E-11
733,8745.6666,191645,42549,42327,44219,62550,4.19E-11
734,8779.0406,191951,42533,42331,44209,62878,4.19E-11
735,8812.6772,192270,42561,42296,44224,63189,4.19E-11
736,8846.355,192469,42474,42278,44202,63515,4.19E-11
737,8880.0299,192768,42459,42320,44185,63804,4.19E-11
738,8913.5726,193083,42428,42321,44213,64121,4.19E-11
739,8947.2471,193285,42362,42292,44192,64439,4.19E-11
740,8981.4187,193557,42362,42259,44212,64724,4.19E-11
741,9015.176,193753,42342,42182,44184,65045,4.19E-11
742,9049.056,193992,42289,42162,44203,65338,4.18E-11
743,9082.3043,194331,42306,42145,44245,65635,4.18E-11
744,9115.3967,194567,42292,42116,44197,65962,4.18E-11
745,9148.7254,194876,42249,42123,44235,66269,4.18E-11
746,9181.4097,195104,42205,42074,44243,66582,4.18E-11
747,9213.8413,195304,42203,41987,44235,66879,4.17E-11
748,9246.4481,195603,42206,42025,44202,67170,4.17E-11
749,9278.7782,195946,42264,42061,44174,67447,4.17E-11
750,9311.802,196153,42203,42073,44137,67740,4.17E-11
751,9344.9007,196313,42098,42037,44126,68052,4.17E-11
752,9377.7555,196618,42062,41968,44207,68381,4.16E-11
753,9410.927,196875,41997,41985,44182,68711,4.16E-11
754,9443.8482,197037,41876,41962,44183,69016,4.16E-11
755,9476.8587,197252,41840,41905,44193,69314,4.16E-11
756,9509.8712,197491,41810,41864,44177,69640,4.16E-11
757,9542.7631,197717,41781,41847,44126,69963,4.16E-11
758,9575.724,197880,41753,41759,44099,70269,4.15E-11
759,9608.8033,198156,41785,41709,44093,70569,4.15E-11
760,9642.2276,198378,41792,41634,44071,70881,4.15E-11
761,9674.955,198605,41738,41603,44069,71195,4.15E-11
762,9707.9188,198888,41762,41546,44053,71527,4.15E-11
763,9740.795,199220,41779,41523,44080,71838,4.15E-11
764,9773.9574,199401,41715,41452,44070,72164,4.15E-11
765,9807.1288,199562,41638,41435,44001,72488,4.14E-11
766,9840.7718,199920,41595,41462,44052,72811,4.14E-11
767,9874.3002,200177,41538,41484,44030,73125,4.14E-11
768,9907.567,200352,41518,41415,43970,73449,4.14E-11
769,9940.7307,200657,41525,41419,43960,73753,4.14E-11
770,9974.5084,200754,41409,41339,43930,74076,4.14E-11
771,10008.256,201040,41358,41320,43974,74388,4.14E-11
772,10041.869,201157,41286,41192,43978,74701,4.13E-11
773,10075.558,201378,41258,41140,43948,75032,4.13E-11
774,10108.663,201602,41202,41142,43915,75343,4.13E-11
775,10141.861,201814,41190,41062,43891,75671,4.13E-11
776,10175.69,202011,41145,40994,43854,76018,4.13E-11
777,10209.424,202221,41075,40971,43823,76352,4.13E-11
778,10242.862,202532,41059,40976,43818,76679,4.13E-11
779,10276.46,202729,41005,40902,43810,77012,4.12E-11
780,10310.605,202964,40996,40799,43790,77379,4.12E-11
781,10344.629,203171,40911,40790,43742,77728,4.12E-11
782,10378.392,203385,40856,40718,43751,78060,4.12E-11
783,10412.253,203679,40858,40699,43736,78386,4.12E-11
784,10446.434,203822,40796,40617,43701,78708,4.12E-11
785,10480.478,204050,40734,40595,43673,79048,4.12E-11
786,10514.889,204256,40678,40558,43631,79389,4.12E-11
787,10548.852,204470,40656,40505,43580,79729,4.11E-11
788,10583.006,204773,40650,40491,43580,80052,4.11E-11
789,10617.281,205026,40614,40434,43575,80403,4.11E-11
790,10652.028,205237,40517,40410,43543,80767,4.11E-11
791,10686.455,205485,40462,40364,43563,81096,4.11E-11
792,10720.834,205690,40359,40314,43551,81466,4.11E-11
793,10755.921,205908,40282,40260,43551,81815,4.11E-11
794,10791.28,206127,40222,40191,43556,82158,4.11E-11
795,10826.157,206344,40166,40099,43593,82486,4.11E-11
796,10861.013,206551,40128,40007,43582,82834,4.11E-11
797,10895.723,206707,40070,39919,43549,83169,4.11E-11
798,10930.779,206978,40025,39920,43542,83491,4.11E-11
799,10966.08,207219,39998,39894,43540,83787,4.11E-11
800,11001.579,207384,39935,39862,43486,84101,4.10E-11
801,11036.026,207580,39842,39818,43497,84423,4.10E-11
802,11070.351,207760,39789,39741,43444,84786,4.10E-11
803,11104.82,208005,39735,39669,43454,85147,4.10E-11
804,11139.903,208206,39619,39650,43447,85490,4.10E-11
805,11175.078,208459,39557,39589,43477,85836,4.10E-11
806,11210.038,208679,39509,39514,43483,86173,4.10E-11
807,11244.707,209029,39494,39514,43485,86536,4.10E-11
808,11279.363,209156,39434,39406,43425,86891,4.10E-11
809,11314.052,209336,39357,39365,43380,87234,4.10E-11
810,11349.725,209609,39286,39347,43408,87568,4.10E-11
811,11384.77,209810,39217,39294,43404,87895,4.10E-11
812,11420.139,210009,39132,39256,43401,88220,4.10E-11
813,11455.123,210143,39068,39128,43392,88555,4.10E-11
814,11490.032,210385,39024,39071,43408,88882,4.10E-11
815,11524.951,210601,39002,38996,43389,89214,4.10E-11
816,11560.284,210922,38996,38991,43376,89559,4.10E-11
817,11595.891,211089,38887,38910,43379,89913,4.10E-11
818,11631.341,211249,38819,38868,43328,90234,4.10E-11
819,11666.625,211583,38813,38811,43385,90574,4.10E-11
820,11702.654,211714,38715,38712,43378,90909,4.10E-11
821,11738.333,211964,38685,38664,43399,91216,4.10E-11
822,11773.189,212144,38616,38626,43377,91525,4.09E-11
823,11808.251,212380,38601,38560,43350,91869,4.10E-11
824,11843.41,212523,38530,38511,43320,92162,4.09E-11
825,11878.71,212773,38523,38490,43289,92471,4.10E-11
826,11913.992,212930,38491,38434,43216,92789,4.09E-11
827,11949.393,213161,38451,38370,43213,93127,4.10E-11
828,11984.702,213276,38370,38292,43160,93454,4.09E-11
829,12019.765,213492,38329,38245,43132,93786,4.09E-11
830,12055.565,213681,38236,38190,43103,94152,4.09E-11
831,12091.96,213857,38141,38152,43087,94477,4.09E-11
832,12128.054,214117,38117,38121,43074,94805,4.09E-11
833,12164.285,214323,37993,38090,43083,95157,4.09E-11
834,12200.662,214580,37975,38075,43107,95423,4.09E-11
835,12237.083,214848,37951,38054,43097,95746,4.09E-11
836,12273.42,215084,37914,38008,43097,96065,4.09E-11
837,12309.82,215339,37903,37981,43099,96356,4.09E-11
838,12346.186,215507,37824,37886,43133,96664,4.09E-11
839,12382.995,215724,37813,37778,43145,96988,4.09E-11
840,12420.215,215934,37754,37733,43136,97311,4.09E-11
841,12456.32,216237,37739,37729,43161,97608,4.09E-11
842,12492.694,216385,37651,37659,43139,97936,4.09E-11
843,12528.929,216571,37614,37544,43169,98244,4.09E-11
844,12565.577,216709,37561,37447,43179,98522,4.09E-11
845,12602.622,216976,37511,37427,43200,98838,4.09E-11
846,12639.672,217096,37484,37316,43138,99158,4.09E-11
847,12676.706,217303,37406,37290,43117,99490,4.09E-11
848,12713.442,217552,37390,37232,43130,99800,4.09E-11
849,12750.318,217688,37319,37139,43096,100134,4.09E-11
850,12787.658,217978,37271,37158,43070,100479,4.09E-11
851,12824.96,218113,37182,37101,43009,100821,4.09E-11
852,12862.095,218320,37143,37037,43000,101140,4.09E-11
853,12899.564,218447,37064,36966,42959,101458,4.09E-11
854,12936.761,218673,37028,36929,42953,101763,4.09E-11
855,12974.039,218917,36983,36881,42959,102094,4.09E-11
856,13011.604,219030,36920,36779,42941,102390,4.09E-11
857,13048.783,219270,36930,36699,42934,102707,4.09E-11
858,13086.085,219473,36943,36620,42888,103022,4.09E-11
859,13123.314,219668,36884,36552,42913,103319,4.09E-11
860,13161.337,219890,36817,36520,42938,103615,4.09E-11
861,13200.429,220126,36803,36470,42949,103904,4.09E-11
862,13239.486,220336,36769,36431,42915,104221,4.09E-11
863,13278.144,220502,36700,36403,42849,104550,4.09E-11
864,13317.044,220811,36653,36363,42916,104879,4.09E-11
865,13355.792,220976,36600,36306,42877,105193,4.09E-11
866,13394.635,221136,36508,36269,42874,105485,4.09E-11
867,13433.854,221308,36448,36217,42858,105785,4.09E-11
868,13473.143,221576,36426,36153,42874,106123,4.09E-11
869,13512.064,221684,36361,36085,42804,106434,4.09E-11
870,13553.253,221838,36333,36033,42772,106700,4.09E-11
871,13592.69,222113,36292,36007,42805,107009,4.09E-11
872,13632.001,222307,36233,35972,42793,107309,4.09E-11
873,13671.678,222504,36199,35895,42804,107606,4.09E-11
874,13711.062,222684,36159,35840,42798,107887,4.09E-11
875,13750.694,222927,36134,35814,42764,108215,4.09E-11
876,13789.887,223069,36033,35771,42730,108535,4.09E-11
877,13828.961,223311,36005,35751,42754,108801,4.10E-11
878,13868.7,223623,36015,35749,42779,109080,4.10E-11
879,13908.209,223752,35926,35714,42721,109391,4.10E-11
880,13948.483,223935,35870,35664,42720,109681,4.10E-11
881,13987.851,224169,35883,35601,42732,109953,4.10E-11
882,14027.159,224417,35875,35581,42725,110236,4.10E-11
883,14067.191,224617,35848,35506,42724,110539,4.10E-11
884,14106.474,224840,35836,35505,42688,110811,4.10E-11
885,14146.411,225040,35767,35480,42711,111082,4.10E-11
886,14186.528,225201,35701,35436,42655,111409,4.10E-11
887,14226.587,225424,35617,35408,42677,111722,4.10E-11
888,14268.092,225636,35543,35424,42679,111990,4.10E-11
889,14308.668,225790,35470,35371,42676,112273,4.10E-11
890,14350.157,225959,35416,35353,42639,112551,4.10E-11
891,14390.416,226139,35344,35292,42662,112841,4.10E-11
892,14430.175,226373,35275,35283,42673,113142,4.10E-11
893,14470.728,226580,35259,35272,42628,113421,4.10E-11
894,14511.228,226792,35235,35209,42618,113730,4.10E-11
895,14551.318,226945,35163,35160,42611,114011,4.10E-11
896,14591.487,227154,35126,35114,42614,114300,4.11E-11
897,14631.906,227369,35081,35075,42580,114633,4.11E-11
898,14671.818,227582,35068,35046,42545,114923,4.11E-11
899,14711.486,227791,35032,35018,42538,115203,4.11E-11
900,14752.283,227985,35009,35005,42492,115479,4.11E-11
